This Bulk Download report is of varun kkkkk (varun.k@axat-tech.com) from _______Dataroom Vizcom
Index,Name,Size(in MB),Date Time,Path,Download Status
3.1.0.5,19.0.1 Std. VII Geography Ch.11 ws answer key.pdf,0.302,10-09-2024 11:40:45,Vizcom/5-12 Excel and pdf/7 DocullyVDR Demo files/19.0.1 Std. VII Geography Ch.11 ws answer key.pdf,Success
3.1.0.6,19.0.2 Std. VII Geography Ch.4 ws answer key.pdf,0.033,10-09-2024 11:40:45,Vizcom/5-12 Excel and pdf/7 DocullyVDR Demo files/19.0.2 Std. VII Geography Ch.4 ws answer key.pdf,Success
3.1.0.7,Docully Documentation .xlsx,0.496,10-09-2024 11:40:45,Vizcom/5-12 Excel and pdf/7 DocullyVDR Demo files/Docully Documentation .xlsx,Success
3.1.0.8,results.xlsx,0.007,10-09-2024 11:40:45,Vizcom/5-12 Excel and pdf/7 DocullyVDR Demo files/results.xlsx,Success
3.1.0.9,Untitled 1.pdf,0.004,10-09-2024 11:40:46,Vizcom/5-12 Excel and pdf/7 DocullyVDR Demo files/Untitled 1.pdf,Success
3.0.2,CSV Testing.csv,6.726,10-09-2024 11:40:46,Vizcom/5-12 Excel and pdf/CSV Testing.csv,Success
3.0.3,CSV Testing.pdf,36.784,10-09-2024 11:45:09,Vizcom/5-12 Excel and pdf/CSV Testing.pdf,Success
3.0.4,Gujrati language pdf.pdf,0.104,10-09-2024 11:45:10,Vizcom/5-12 Excel and pdf/Gujrati language pdf.pdf,Success
3.0.5,Marathi language pdf.pdf,0.051,10-09-2024 11:45:10,Vizcom/5-12 Excel and pdf/Marathi language pdf.pdf,Success
3.0.6,Testing XLT.xlt,0.859,10-09-2024 11:45:10,Vizcom/5-12 Excel and pdf/Testing XLT.xlt,Success
3.0.7,Urdu language pdf.pdf,0.407,10-09-2024 11:45:11,Vizcom/5-12 Excel and pdf/Urdu language pdf.pdf,Success
3.0.8,XLS Testing - multiple sheets.xls,32.884,10-09-2024 11:45:11,Vizcom/5-12 Excel and pdf/XLS Testing - multiple sheets.xls,Success
3.0.9,dashboard.png,0.007,10-09-2024 11:45:11,Vizcom/5-12 Excel and pdf/dashboard.png,Success
3.0.10,notification.png,0.014,10-09-2024 11:45:11,Vizcom/5-12 Excel and pdf/notification.png,Success
3.0.11,ppo.png,0.029,10-09-2024 11:45:12,Vizcom/5-12 Excel and pdf/ppo.png,Success
3.0.12,user.png,0.016,10-09-2024 11:45:12,Vizcom/5-12 Excel and pdf/user.png,Success
3.0.13,hindi language pdf file.pdf,0.058,10-09-2024 11:45:12,Vizcom/5-12 Excel and pdf/hindi language pdf file.pdf,Success
4.1.0.1,Vizcom - Overview Report - 2023-10-01 -to- 2023-10-31.csv,0.003,10-09-2024 11:45:12,Vizcom/vizcomoverview-report1702450330/vizcomoverview-report1702450330/Vizcom - Overview Report - 2023-10-01 -to- 2023-10-31.csv,Success
4.1.0.2,Vizcom - Overview Report - 2023-11-01 -to- 2023-11-30.csv,0.012,10-09-2024 11:45:12,Vizcom/vizcomoverview-report1702450330/vizcomoverview-report1702450330/Vizcom - Overview Report - 2023-11-01 -to- 2023-11-30.csv,Success
4.1.0.3,Vizcom - Overview Report - 2023-12-01 -to- 2023-12-13.csv,0.01,10-09-2024 11:45:12,Vizcom/vizcomoverview-report1702450330/vizcomoverview-report1702450330/Vizcom - Overview Report - 2023-12-01 -to- 2023-12-13.csv,Success
4.1.0.4,Vizcom - Overview Report - 2023-09-01 -to- 2023-09-30.csv,0.002,10-09-2024 11:45:12,Vizcom/vizcomoverview-report1702450330/vizcomoverview-report1702450330/Vizcom - Overview Report - 2023-09-01 -to- 2023-09-30.csv,Success
5.0.1,IDFCFIRSTBankstatement_10177719712.pdf,0.112,10-09-2024 11:45:13,Vizcom/Excel with diagram/IDFCFIRSTBankstatement_10177719712.pdf,Success
5.0.2,logo-no-background.png,0.031,10-09-2024 11:45:13,Vizcom/Excel with diagram/logo-no-background.png,Success
5.0.3,logo-no-background.png,0.056,10-09-2024 11:45:13,Vizcom/Excel with diagram/logo-no-background.png,Success
5.0.4,1 Microsoft PowerPoint Presentation-Demo.pptx,0.075,10-09-2024 11:45:13,Vizcom/Excel with diagram/1 Microsoft PowerPoint Presentation-Demo.pptx,Success
8.1.0.2,logo.png,0.0,10-09-2024 11:45:14,Vizcom/12 bulkuploadone/12.1 New folder T/logo.png,Success
8.1.0.3,new_logo_favicon.png,0.0,10-09-2024 11:45:14,Vizcom/12 bulkuploadone/12.1 New folder T/new_logo_favicon.png,Success
8.1.0.4,email-folder.png,,10-09-2024 11:45:14,Vizcom/12 bulkuploadone/12.1 New folder T/email-folder.png,Success
8.1.0.5,cloud-storage.png,0.024,10-09-2024 11:45:14,Vizcom/12 bulkuploadone/12.1 New folder T/cloud-storage.png,Success
8.1.0.6,email_icon.png,,10-09-2024 11:45:14,Vizcom/12 bulkuploadone/12.1 New folder T/email_icon.png,Success
8.1.0.7,Microsoft Sharepoint Framework - Standalone (free) Use Terms.docx,0.037,10-09-2024 11:45:15,Vizcom/12 bulkuploadone/12.1 New folder T/Microsoft Sharepoint Framework - Standalone (free) Use Terms.docx,Success
8.1.0.8,test.docx,0.037,10-09-2024 11:45:24,Vizcom/12 bulkuploadone/12.1 New folder T/test.docx,Success
8.3.0.1,Issues revised on 23 Aug.xlsx,0.161,10-09-2024 11:45:24,Vizcom/12 bulkuploadone/aaa/Issues revised on 23 Aug.xlsx,Success
8.0.19,46.0.1 9424023-excel with hyper link _ diagram.xlsx,0.017,10-09-2024 11:45:25,Vizcom/12 bulkuploadone/46.0.1 9424023-excel with hyper link _ diagram.xlsx,Success
8.0.20,46.0.2 48.0.19424023-excel_with_hyper_link___diagram.xlsx,0.037,10-09-2024 11:45:25,Vizcom/12 bulkuploadone/46.0.2 48.0.19424023-excel_with_hyper_link___diagram.xlsx,Success
8.0.21,logo.png,0.0,10-09-2024 11:45:25,Vizcom/12 bulkuploadone/logo.png,Success
8.0.22,new_logo_favicon.png,0.004,10-09-2024 11:45:25,Vizcom/12 bulkuploadone/new_logo_favicon.png,Success
8.0.25,DocullyVDR Brochure & Pricing 2024- Strategic Deals.pdf,6.482,10-09-2024 11:45:27,Vizcom/12 bulkuploadone/DocullyVDR Brochure & Pricing 2024- Strategic Deals.pdf,Success
8.0.26,uc?id=1jDxELhwUovUkTgEaFDydQv7NXSdkl1B9&export=download,0.162,10-09-2024 11:45:27,Vizcom/12 bulkuploadone/uc?id=1jDxELhwUovUkTgEaFDydQv7NXSdkl1B9&export=download,Success
8.0.27,Sample overview report.csv,0.363,10-09-2024 11:45:27,Vizcom/12 bulkuploadone/Sample overview report.csv,Success
8.0.28,Sample pdf file.pdf,0.084,10-09-2024 11:45:27,Vizcom/12 bulkuploadone/Sample pdf file.pdf,Success
8.0.29,Sample ppt file.pptx,0.059,10-09-2024 11:45:28,Vizcom/12 bulkuploadone/Sample ppt file.pptx,Success
8.0.30,Sample word file.docx,0.013,10-09-2024 11:45:28,Vizcom/12 bulkuploadone/Sample word file.docx,Success
9.0.1,3.0.9_sampleDocs__green__background____image..jpg,13.986,10-09-2024 11:45:29,Vizcom/Uploading by Shakti/3.0.9_sampleDocs__green__background____image..jpg,Success
9.1.1.0.1,3.0.9_sampleDocs__green__background____image..jpg,13.986,10-09-2024 11:45:29,Vizcom/Uploading by Shakti/New folder (1)/New folder/3.0.9_sampleDocs__green__background____image..jpg,Success
9.1.1.1.0.1,3.0.9_sampleDocs__green__background____image..jpg,13.986,10-09-2024 11:45:29,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.0.9_sampleDocs__green__background____image..jpg,Success
9.1.1.1.0.2,3.1.1.0.1_1__Microsoft__PowerPoint__Presentation-Demo.pdf,0.059,10-09-2024 11:45:29,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.1.0.1_1__Microsoft__PowerPoint__Presentation-Demo.pdf,Success
9.1.1.1.0.3,3.1.1.0.2_2__Text__Document-Demo.txt,0.0,10-09-2024 11:45:29,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.1.0.2_2__Text__Document-Demo.txt,Success
9.1.1.1.0.4,3.1.1.0.3_3__Microsoft__Excel__Worksheet-Demo.pdf,0.032,10-09-2024 11:45:30,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.1.0.3_3__Microsoft__Excel__Worksheet-Demo.pdf,Success
9.1.1.1.0.5,3.1.1.0.4_3.0.7__DISCLAIMERS.pdf,0.01,10-09-2024 11:45:30,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.1.0.4_3.0.7__DISCLAIMERS.pdf,Success
9.1.1.1.0.6,3.1.1.0.5_Demo__PDF__File.pdf,0.021,10-09-2024 11:45:31,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.1.0.5_Demo__PDF__File.pdf,Success
9.1.1.1.0.7,3.1.1.0.6_IMAGE__JPEG.jpg,0.007,10-09-2024 11:45:31,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.1.0.6_IMAGE__JPEG.jpg,Success
9.1.1.1.0.8,3.1.1.0.7_IMAGE__PNG.jpg,0.009,10-09-2024 11:45:31,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.1.0.7_IMAGE__PNG.jpg,Success
9.1.1.1.0.9,3.1.1.0.8_Microsoft__Word__Document-Demo.pdf,0.03,10-09-2024 11:45:31,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.1.0.8_Microsoft__Word__Document-Demo.pdf,Success
9.1.1.1.0.10,3.1.1.0.9_Thumbs.db,0.067,10-09-2024 11:45:31,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.1.0.9_Thumbs.db,Success
9.1.1.1.0.11,3.1.1.0.10_~$crosoft__Word__Document-Demo.pdf,0.017,10-09-2024 11:45:32,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.1.0.10_~$crosoft__Word__Document-Demo.pdf,Success
9.1.1.1.0.12,3.1.2.0.1_excel__with__hyper__link_____diagram.pdf,0.032,10-09-2024 11:45:32,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.2.0.1_excel__with__hyper__link_____diagram.pdf,Success
9.1.1.1.0.13,3.1.2.0.2_excel__with__hyper__link_____diagram.pdf,0.032,10-09-2024 11:45:33,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.2.0.2_excel__with__hyper__link_____diagram.pdf,Success
9.1.1.1.0.14,3.1.2.0.3_PPT__with__hyper__link.pdf,0.059,10-09-2024 11:45:33,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.2.0.3_PPT__with__hyper__link.pdf,Success
9.1.1.1.0.15,3.1.2.0.4_Thumbs.db,0.01,10-09-2024 11:45:33,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.2.0.4_Thumbs.db,Success
9.1.1.1.0.16,3.1.2.0.5_word__with__hyper__link.pdf,0.024,10-09-2024 11:45:34,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/3.1.2.0.5_word__with__hyper__link.pdf,Success
9.1.1.1.0.17,4.0.1 2.0.5_file_example_MP4_1920_18MG.mp4,17.013,10-09-2024 11:45:34,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.1 2.0.5_file_example_MP4_1920_18MG.mp4,Success
9.1.1.1.0.18,4.0.2 2.2.0.1_Apache__Open__Office__.__odt.odt,0.004,10-09-2024 11:45:34,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.2 2.2.0.1_Apache__Open__Office__.__odt.odt,Success
9.1.1.1.0.19,4.0.3 2.2.0.2_CDMS__DEMO__PDF.pdf,0.122,10-09-2024 11:45:34,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.3 2.2.0.2_CDMS__DEMO__PDF.pdf,Success
9.1.1.1.0.20,4.0.4 2.2.0.3_CDMS__DEMO__PPT.pptx,0.035,10-09-2024 11:45:35,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.4 2.2.0.3_CDMS__DEMO__PPT.pptx,Success
9.1.1.1.0.21,4.0.5 2.2.0.4_CDR.txt,0.0,10-09-2024 11:45:35,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.5 2.2.0.4_CDR.txt,Success
9.1.1.1.0.22,4.0.6 2.2.0.5_cdr.xlsx,0.01,10-09-2024 11:45:35,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.6 2.2.0.5_cdr.xlsx,Success
9.1.1.1.0.23,4.0.7 2.2.0.6_DEMO__XLS.xls,0.074,10-09-2024 11:45:35,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.7 2.2.0.6_DEMO__XLS.xls,Success
9.1.1.1.0.24,4.0.8 2.2.0.7_DEMO__XLXS.xlsx,0.019,10-09-2024 11:45:35,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.8 2.2.0.7_DEMO__XLXS.xlsx,Success
9.1.1.1.0.25,4.0.9 2.2.0.8_excel__.__csv__delimited.csv,0.0,10-09-2024 11:45:35,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.9 2.2.0.8_excel__.__csv__delimited.csv,Success
9.1.1.1.0.26,4.0.10 2.2.0.9_Excel__.__xls.xls,0.025,10-09-2024 11:45:35,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.10 2.2.0.9_Excel__.__xls.xls,Success
9.1.1.1.0.27,4.0.11 2.2.0.10_Excel__.__xlsx.xlsx,0.008,10-09-2024 11:45:35,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.11 2.2.0.10_Excel__.__xlsx.xlsx,Success
9.1.1.1.0.28,4.0.12 2.2.0.11_images__JPEG.jpg,0.013,10-09-2024 11:45:36,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.12 2.2.0.11_images__JPEG.jpg,Success
9.1.1.1.0.29,4.0.13 2.2.0.12_jpeg__image.jpg,0.338,10-09-2024 11:45:36,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.13 2.2.0.12_jpeg__image.jpg,Success
9.1.1.1.0.30,4.0.14 2.2.0.13_jpeg_image.jpg,0.139,10-09-2024 11:45:36,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.14 2.2.0.13_jpeg_image.jpg,Success
9.1.1.1.0.31,4.0.15 2.2.0.14_Microsoft__office__word__.doc.doc,0.026,10-09-2024 11:45:36,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.15 2.2.0.14_Microsoft__office__word__.doc.doc,Success
9.1.1.1.0.32,4.0.16 2.2.0.15_New__Microsoft__PowerPoint__Presentation__.__ppt.pptx,0.062,10-09-2024 11:45:36,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.16 2.2.0.15_New__Microsoft__PowerPoint__Presentation__.__ppt.pptx,Success
9.1.1.1.0.33,4.0.17 2.2.0.16_New__Microsoft__PowerPoint__Presentation__.__pptx.pptx,0.062,10-09-2024 11:45:37,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.17 2.2.0.16_New__Microsoft__PowerPoint__Presentation__.__pptx.pptx,Success
9.1.1.1.0.34,4.0.18 2.2.0.17_New__Microsoft__Word__Document__.docx.docx,0.011,10-09-2024 11:45:37,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.18 2.2.0.17_New__Microsoft__Word__Document__.docx.docx,Success
9.1.1.1.0.35,4.0.19 2.2.0.18_New__Microsoft__Word__Document__TEXT.txt,0.0,10-09-2024 11:45:37,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.19 2.2.0.18_New__Microsoft__Word__Document__TEXT.txt,Success
9.1.1.1.0.36,4.0.20 2.2.0.19_New__Rich__Text__Document__.__rtf.rtf,0.039,10-09-2024 11:45:37,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.20 2.2.0.19_New__Rich__Text__Document__.__rtf.rtf,Success
9.1.1.1.0.37,4.0.21 2.2.0.20_PDF.pdf,0.031,10-09-2024 11:45:38,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.21 2.2.0.20_PDF.pdf,Success
9.1.1.1.0.38,4.0.22 2.2.0.21_test__disclaimer.pdf,0.032,10-09-2024 11:45:38,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.22 2.2.0.21_test__disclaimer.pdf,Success
9.1.1.1.0.39,4.0.23 2.2.0.22_Thumbs.db,0.004,10-09-2024 11:45:38,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.23 2.2.0.22_Thumbs.db,Success
9.1.1.1.0.40,4.0.24 2.2.0.23_zip_10MB.zip,10.185,10-09-2024 11:45:38,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.0.24 2.2.0.23_zip_10MB.zip,Success
9.1.1.1.0.41,4.1.0.1 2.2.1.0.1_1__Microsoft__PowerPoint__Presentation-Demo.pptx,0.075,10-09-2024 11:45:39,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.1.0.1 2.2.1.0.1_1__Microsoft__PowerPoint__Presentation-Demo.pptx,Success
9.1.1.1.0.42,4.1.0.2 2.2.1.0.2_2__Text__Document-Demo.txt,0.0,10-09-2024 11:45:39,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.1.0.2 2.2.1.0.2_2__Text__Document-Demo.txt,Success
9.1.1.1.0.43,4.1.0.3 2.2.1.0.3_3__Microsoft__Excel__Worksheet-Demo.csv,0.001,10-09-2024 11:45:39,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.1.0.3 2.2.1.0.3_3__Microsoft__Excel__Worksheet-Demo.csv,Success
9.1.1.1.0.44,4.1.0.4 2.2.1.0.4_3.0.7__DISCLAIMERS.docx,0.012,10-09-2024 11:45:39,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.1.0.4 2.2.1.0.4_3.0.7__DISCLAIMERS.docx,Success
9.1.1.1.0.45,4.1.0.5 2.2.1.0.5_Demo__PDF__File.pdf,0.022,10-09-2024 11:45:40,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.1.0.5 2.2.1.0.5_Demo__PDF__File.pdf,Success
9.1.1.1.0.46,4.1.0.6 2.2.1.0.6_IMAGE__JPEG.jpg,0.007,10-09-2024 11:45:40,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.1.0.6 2.2.1.0.6_IMAGE__JPEG.jpg,Success
9.1.1.1.0.47,4.1.0.7 2.2.1.0.7_IMAGE__PNG.jpg,0.009,10-09-2024 11:45:40,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.1.0.7 2.2.1.0.7_IMAGE__PNG.jpg,Success
9.1.1.1.0.48,4.1.0.8 2.2.1.0.8_Microsoft__Word__Document-Demo.docx,0.013,10-09-2024 11:45:40,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.1.0.8 2.2.1.0.8_Microsoft__Word__Document-Demo.docx,Success
9.1.1.1.0.50,4.2.0.1 1.0.1_cdr.url,0.0,10-09-2024 11:45:40,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.1 1.0.1_cdr.url,Success
9.1.1.1.0.51,4.2.0.2 1.0.1_cdr.xlsx,0.01,10-09-2024 11:45:40,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.2 1.0.1_cdr.xlsx,Success
9.1.1.1.0.52,4.2.0.3 1.0.2_DEMO__XLS.xls,0.074,10-09-2024 11:45:41,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.3 1.0.2_DEMO__XLS.xls,Success
9.1.1.1.0.53,4.2.0.4 1.0.2_DEMO_XLS.url,0.0,10-09-2024 11:45:41,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.4 1.0.2_DEMO_XLS.url,Success
9.1.1.1.0.54,4.2.0.5 1.0.3_DEMO__XLXS.xlsx,0.019,10-09-2024 11:45:41,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.5 1.0.3_DEMO__XLXS.xlsx,Success
9.1.1.1.0.55,4.2.0.6 1.0.3_DEMO_XLXS.url,0.0,10-09-2024 11:45:41,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.6 1.0.3_DEMO_XLXS.url,Success
9.1.1.1.0.56,4.2.0.7 1.0.4_excel_._csv_delimited.url,0.0,10-09-2024 11:45:41,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.7 1.0.4_excel_._csv_delimited.url,Success
9.1.1.1.0.57,4.2.0.8 1.0.4_excel__.__csv__delimited.csv,0.0,10-09-2024 11:45:41,Vizcom/Uploading by Shakti/New folder (1)/New folder/New folder/4.2.0.8 1.0.4_excel__.__csv__delimited.csv,Success
